#{"t_start": 1594001629.9526608, "env_id": null}
r,l,t
1.071429,4,160.264691
1.142857,7,160.283514
1.071429,4,160.298989
1.166667,8,160.321221
1.071429,4,160.329099
1.071429,4,160.340628
1.071429,4,160.351281
1.166667,8,160.370692
1.071429,4,160.378495
1.071429,4,160.389524
1.071429,4,160.400995
1.071429,4,160.411306
1.071429,4,160.423679
1.166667,8,160.441139
1.238095,11,160.464851
1.071429,4,160.475234
1.119048,6,160.488811
1.190476,9,160.515609
1.071429,4,160.526497
1.071429,4,160.537063
1.214286,10,160.565222
-0.809524,9,160.591579
-0.785714,10,160.621226
1.071429,4,160.629101
1.071429,4,160.639746
1.071429,4,160.650321
1.071429,4,160.660876
1.071429,4,160.67128
1.071429,4,160.679086
1.071429,4,160.691659
1.071429,4,160.70574
1.071429,4,160.716131
1.071429,4,160.726273
1.071429,4,160.734255
1.071429,4,160.744973
1.190476,9,160.769561
1.071429,4,160.784141
1.071429,4,160.794088
1.071429,4,160.801883
1.071429,4,160.812602
-0.833333,8,160.832185
1.142857,7,160.84702
1.071429,4,160.857614
1.071429,4,160.867802
1.071429,4,160.877903
1.071429,4,160.885666
1.071429,4,160.896023
1.071429,4,160.906487
1.071429,4,160.917026
1.142857,7,160.931804
1.071429,4,160.942186
1.071429,4,160.954603
-0.904762,5,160.967287
1.142857,7,160.982182
1.071429,4,160.992596
1.142857,7,161.008469
1.071429,4,161.020494
1.190476,9,161.04092
1.071429,4,161.051059
1.142857,7,161.068878
1.071429,4,161.07909
1.071429,4,161.089309
1.071429,4,161.099591
1.071429,4,161.107229
1.071429,4,161.117533
1.071429,4,161.128028
1.119048,6,161.14216
-0.809524,9,161.165197
1.071429,4,161.175403
-0.880952,6,161.18954
1.285714,13,161.218305
1.166667,8,161.234697
1.071429,4,161.244986
1.071429,4,161.255072
1.071429,4,161.265287
1.071429,4,161.27306
1.071429,4,161.283824
1.071429,4,161.294005
1.238095,11,161.32267
1.071429,4,161.335509
-0.880952,6,161.352098
1.071429,4,161.362743
1.071429,4,161.372974
1.166667,8,161.389663
1.190476,9,161.411506
1.190476,9,161.439321
1.142857,7,161.45403
1.071429,4,161.464526
1.071429,4,161.474868
1.071429,4,161.485132
1.071429,4,161.500618
1.071429,4,161.508647
1.071429,4,161.519196
1.071429,4,161.530026
1.071429,4,161.540442
1.142857,7,161.555159
1.071429,4,161.565309
-0.904762,5,161.577732
1.404762,18,161.616968
1.190476,9,161.634848
1.142857,7,161.652205
1.071429,4,161.662445
1.071429,4,161.670101
1.071429,4,161.680477
1.071429,4,161.690756
1.071429,4,161.701612
1.142857,7,161.716362
1.071429,4,161.726709
1.071429,4,161.737025
1.071429,4,161.747272
-0.738095,12,161.77283
1.071429,4,161.783042
1.071429,4,161.795369
1.071429,4,161.802786
1.119048,6,161.818913
-0.666667,15,161.851337
1.261905,12,161.876247
1.071429,4,161.886707
1.071429,4,161.896872
1.071429,4,161.904621
1.071429,4,161.914917
1.071429,4,161.924652
-9.761905,11,161.947222
1.142857,7,161.964379
1.071429,4,161.972179
-0.761905,11,161.998697
1.261905,12,162.023725
1.071429,4,162.033751
1.071429,4,162.043959
1.071429,4,162.051729
1.071429,4,162.062083
-0.857143,7,162.081037
-0.738095,12,162.10744
1.071429,4,162.117754
1.190476,9,162.138446
1.142857,7,162.153748
-0.666667,15,162.191897
1.095238,5,162.203629
1.166667,8,162.222169
1.071429,4,162.229892
1.071429,4,162.240429
-0.833333,8,162.260096
1.071429,4,162.270181
-0.857143,7,162.285762
1.071429,4,162.295809
1.142857,7,162.310641
1.071429,4,162.320969
1.190476,9,162.343114
1.071429,4,162.353438
1.071429,4,162.361209
1.142857,7,162.379894
1.166667,8,162.395959
1.190476,9,162.416336
1.071429,4,162.427339
1.071429,4,162.437716
1.095238,5,162.449569
1.071429,4,162.459757
1.071429,4,162.467384
1.071429,4,162.478259
1.071429,4,162.488536
1.071429,4,162.499794
1.071429,4,162.509831
1.071429,4,162.517497
-0.904762,5,162.529739
-0.761905,11,162.559509
1.071429,4,162.566798
1.071429,4,162.577076
1.071429,4,162.587351
1.071429,4,162.597389
1.071429,4,162.607601
1.119048,6,162.621069
1.142857,7,162.635825
1.071429,4,162.646137
1.071429,4,162.656205
1.071429,4,162.666384
1.071429,4,162.674094
1.071429,4,162.684415
1.071429,4,162.694765
1.071429,4,162.705556
-9.738095,12,162.730321
1.071429,4,162.744331
1.071429,4,162.755679
1.071429,4,162.765929
1.071429,4,162.773662
1.261905,12,162.804626
1.071429,4,162.814922
1.071429,4,162.822491
1.142857,7,162.840263
1.071429,4,162.850266
1.142857,7,162.866297
1.119048,6,162.880298
1.119048,6,162.893732
1.071429,4,162.90417
1.071429,4,162.914496
1.071429,4,162.928903
1.142857,7,162.944145
1.119048,6,162.957651
1.142857,7,162.980254
1.119048,6,162.998484
1.071429,4,163.009048
-0.857143,7,163.024702
1.071429,4,163.034982
1.071429,4,163.045597
1.071429,4,163.055866
1.071429,4,163.063478
1.095238,5,163.079642
1.071429,4,163.090545
1.071429,4,163.100802
1.071429,4,163.111019
1.071429,4,163.12371
1.071429,4,163.131325
1.071429,4,163.142778
1.095238,5,163.155328
1.071429,4,163.165656
1.095238,5,163.177423
1.142857,7,163.191983
1.071429,4,163.202467
1.071429,4,163.212881
-0.809524,9,163.237296
1.119048,6,163.250549
1.071429,4,163.260635
1.119048,6,163.274587
1.071429,4,163.284902
1.071429,4,163.295074
1.071429,4,163.302649
1.095238,5,163.317084
1.071429,4,163.327393
1.071429,4,163.337544
1.071429,4,163.349732
1.071429,4,163.36056
1.071429,4,163.368054
1.095238,5,163.381351
1.071429,4,163.392674
-9.785714,10,163.415567
1.071429,4,163.428484
1.071429,4,163.439637
1.119048,6,163.455325
1.071429,4,163.46563
1.142857,7,163.480432
1.071429,4,163.491337
1.142857,7,163.506066
1.071429,4,163.516492
1.071429,4,163.527869
-9.738095,12,163.553918
1.214286,10,163.581721
1.071429,4,163.592151
1.190476,9,163.615184
-9.809524,9,163.634806
1.142857,7,163.653117
1.261905,12,163.680739
1.071429,4,163.688573
1.214286,10,163.710451
1.071429,4,163.720839
1.119048,6,163.733842
1.071429,4,163.748785
1.071429,4,163.761279
1.071429,4,163.771657
1.071429,4,163.784815
1.071429,4,163.792461
1.142857,7,163.810328
1.071429,4,163.821715
1.071429,4,163.829393
1.071429,4,163.839772
1.095238,5,163.851459
1.071429,4,163.861745
1.071429,4,163.873024
1.142857,7,163.88765
1.166667,8,163.906366
1.071429,4,163.918184
1.071429,4,163.925835
1.142857,7,163.943137
1.119048,6,163.956483
1.071429,4,163.969594
1.071429,4,163.979442
1.071429,4,163.987191
1.071429,4,163.997399
1.071429,4,164.01253
-0.809524,9,164.038032
1.071429,4,164.052979
1.071429,4,164.060829
1.071429,4,164.071905
1.142857,7,164.101408
1.071429,4,164.109207
1.071429,4,164.120071
1.071429,4,164.130742
1.071429,4,164.141273
1.142857,7,164.156443
1.238095,11,164.18028
1.142857,7,164.198074
1.071429,4,164.208551
1.071429,4,164.216622
1.071429,4,164.227244
1.214286,10,164.250319
1.071429,4,164.261122
1.071429,4,164.271743
1.071429,4,164.282235
1.071429,4,164.29003
1.071429,4,164.300765
1.119048,6,164.314387
1.166667,8,164.334607
1.071429,4,164.354079
1.071429,4,164.364712
1.071429,4,164.372655
1.071429,4,164.387321
1.071429,4,164.397901
1.071429,4,164.408302
1.119048,6,164.421611
1.071429,4,164.432055
1.071429,4,164.442457
1.071429,4,164.450165
1.071429,4,164.464134
1.071429,4,164.474986
1.071429,4,164.485425
1.071429,4,164.496943
1.071429,4,164.504847
1.071429,4,164.515687
1.142857,7,164.53686
1.071429,4,164.544726
1.071429,4,164.555114
1.071429,4,164.565563
1.071429,4,164.575909
-0.761905,11,164.600475
1.071429,4,164.611093
1.119048,6,164.629348
1.071429,4,164.643113
1.071429,4,164.653587
1.071429,4,164.661437
1.238095,11,164.687924
1.190476,9,164.709385
1.071429,4,164.720215
1.071429,4,164.730688
1.071429,4,164.741722
1.071429,4,164.752255
1.071429,4,164.760111
-0.761905,11,164.795486
1.071429,4,164.803408
1.071429,4,164.813979
1.071429,4,164.824614
-0.761905,11,164.849015
1.071429,4,164.867675
1.071429,4,164.878253
1.071429,4,164.893468
1.071429,4,164.901493
1.071429,4,164.91195
1.214286,10,164.934124
1.071429,4,164.944987
1.071429,4,164.955423
1.071429,4,164.970881
-9.714286,13,164.997599
1.071429,4,165.0086
1.071429,4,165.022676
1.071429,4,165.033034
1.071429,4,165.040809
1.071429,4,165.051147
1.071429,4,165.061594
1.095238,5,165.073377
1.238095,11,165.096764
-9.714286,13,165.130366
1.071429,4,165.14274
-0.761905,11,165.168781
1.095238,5,165.180707
-0.928571,4,165.192032
1.095238,5,165.207563
1.095238,5,165.219725
1.119048,6,165.23311
1.071429,4,165.243266
1.071429,4,165.251103
1.071429,4,165.261793
1.071429,4,165.272323
1.119048,6,165.285838
1.071429,4,165.296446
1.190476,9,165.323163
1.119048,6,165.337332
-0.880952,6,165.35157
1.190476,9,165.37808
1.119048,6,165.392076
1.071429,4,165.404851
1.166667,8,165.427283
1.071429,4,165.435233
1.071429,4,165.445651
1.095238,5,165.457572
1.071429,4,165.473398
1.071429,4,165.483761
1.071429,4,165.494188
1.285714,13,165.521612
1.071429,4,165.532253
1.142857,7,165.54974
1.071429,4,165.562226
1.071429,4,165.575363
1.071429,4,165.589713
1.071429,4,165.600011
1.071429,4,165.607664
1.071429,4,165.618136
1.071429,4,165.628716
1.071429,4,165.638855
1.071429,4,165.650377
1.071429,4,165.658211
1.071429,4,165.668483
1.142857,7,165.687453
1.071429,4,165.695267
1.071429,4,165.705883
1.166667,8,165.726569
1.214286,10,165.752188
1.071429,4,165.76316
1.071429,4,165.771023
1.071429,4,165.783101
1.166667,8,165.811161
1.071429,4,165.827763
1.071429,4,165.835329
1.071429,4,165.847965
1.071429,4,165.859776
1.071429,4,165.870129
1.071429,4,165.881316
1.119048,6,165.894925
1.166667,8,165.914966
1.071429,4,165.929807
1.071429,4,165.942088
1.071429,4,165.952675
1.285714,13,165.980315
-0.880952,6,165.998867
-0.880952,6,166.018943
1.071429,4,166.031332
1.071429,4,166.039269
1.095238,5,166.051291
1.071429,4,166.062701
1.071429,4,166.075367
1.142857,7,166.090207
1.071429,4,166.100789
1.071429,4,166.11707
1.071429,4,166.130892
1.071429,4,166.144179
1.071429,4,166.152002
-9.690476,14,166.188557
1.071429,4,166.199251
1.142857,7,166.216963
1.071429,4,166.230983
1.071429,4,166.243352
1.142857,7,166.258367
1.071429,4,166.273401
1.071429,4,166.28428
1.071429,4,166.297135
-0.714286,13,166.332478
1.190476,9,166.356291
1.166667,8,166.377908
-9.714286,13,166.405344
-0.857143,7,166.428249
-9.666667,15,166.463301
1.071429,4,166.474051
1.119048,6,166.488642
1.071429,4,166.498968
1.285714,13,166.53046
1.095238,5,166.54716
1.166667,8,166.573789
1.142857,7,166.588968
1.071429,4,166.600057
1.071429,4,166.610537
1.142857,7,166.626046
1.071429,4,166.636745
1.071429,4,166.647406
1.071429,4,166.658298
1.095238,5,166.670372
1.214286,10,166.692749
1.071429,4,166.700882
1.119048,6,166.718589
1.166667,8,166.735162
1.071429,4,166.745575
1.071429,4,166.755811
1.071429,4,166.766316
1.166667,8,166.787798
1.142857,7,166.806135
1.071429,4,166.81407
-0.904762,5,166.826954
1.071429,4,166.83764
1.071429,4,166.848263
1.071429,4,166.859419
1.142857,7,166.876291
1.071429,4,166.887018
1.119048,6,166.900534
1.071429,4,166.911549
1.214286,10,166.937574
1.071429,4,166.948082
1.071429,4,166.958557
-0.833333,8,166.976023
1.071429,4,166.986766
1.095238,5,166.998904
-9.619048,17,167.038035
1.071429,4,167.048718
1.071429,4,167.060606
1.071429,4,167.075887
1.238095,11,167.102105
1.071429,4,167.112451
1.071429,4,167.12319
1.071429,4,167.131028
-0.857143,7,167.149311
1.119048,6,167.163081
1.214286,10,167.194769
1.142857,7,167.210507
1.142857,7,167.234954
1.166667,8,167.252171
1.071429,4,167.267827
-0.833333,8,167.293021
1.071429,4,167.303663
-9.809524,9,167.321383
1.071429,4,167.332694
1.095238,5,167.344975
1.071429,4,167.355372
1.142857,7,167.374628
1.142857,7,167.392329
1.071429,4,167.402513
1.071429,4,167.410312
1.071429,4,167.420789
1.071429,4,167.431035
1.071429,4,167.441546
1.071429,4,167.451777
1.071429,4,167.459437
1.071429,4,167.469915
1.071429,4,167.480296
1.071429,4,167.490461
1.071429,4,167.500563
1.071429,4,167.50832
1.071429,4,167.51879
1.071429,4,167.529085
1.142857,7,167.543977
1.071429,4,167.554211
1.071429,4,167.565014
1.166667,8,167.583728
1.142857,7,167.598702
1.071429,4,167.609124
-0.833333,8,167.62583
1.071429,4,167.636225
1.071429,4,167.646504
1.071429,4,167.656592
1.071429,4,167.666619
1.214286,10,167.69047
1.071429,4,167.698152
1.071429,4,167.709381
1.071429,4,167.7203
1.071429,4,167.73056
1.071429,4,167.741519
1.071429,4,167.749287
-9.690476,14,167.783855
1.071429,4,167.794521
1.071429,4,167.804705
1.142857,7,167.823691
1.071429,4,167.833856
1.071429,4,167.844022
1.071429,4,167.854149
1.071429,4,167.861793
-0.880952,6,167.878127
1.071429,4,167.885735
1.071429,4,167.896083
1.095238,5,167.908851
1.071429,4,167.919106
1.071429,4,167.929251
1.071429,4,167.939973
1.071429,4,167.947487
1.119048,6,167.963137
1.142857,7,167.982725
1.214286,10,168.008019
1.071429,4,168.018594
-0.833333,8,168.035834
1.119048,6,168.053781
1.142857,7,168.069072
1.071429,4,168.07963
1.071429,4,168.090612
1.142857,7,168.105362
-0.904762,5,168.117722
1.142857,7,168.13222
-0.880952,6,168.148481
1.142857,7,168.16325
1.142857,7,168.177934
1.071429,4,168.188226
1.119048,6,168.200756
1.119048,6,168.216627
1.095238,5,168.228362
1.119048,6,168.242449
1.166667,8,168.258729
1.095238,5,168.270564
1.071429,4,168.28098
1.071429,4,168.291287
1.071429,4,168.303156
1.071429,4,168.313366
1.071429,4,168.3211
1.142857,7,168.338653
-0.833333,8,168.355644
1.071429,4,168.366046
1.071429,4,168.383415
1.071429,4,168.396731
1.071429,4,168.40697
1.142857,7,168.422731
1.071429,4,168.433099
1.071429,4,168.443467
1.071429,4,168.451123
1.071429,4,168.462033
1.071429,4,168.472244
1.190476,9,168.492528
1.071429,4,168.502697
1.071429,4,168.510454
1.071429,4,168.520993
1.071429,4,168.531283
1.071429,4,168.54175
1.071429,4,168.552096
1.214286,10,168.574174
1.071429,4,168.581965
1.071429,4,168.5923
1.142857,7,168.609739
1.142857,7,168.624716
1.071429,4,168.634888
1.119048,6,168.650241
-0.785714,10,168.673023
1.142857,7,168.688104
1.071429,4,168.698564
1.071429,4,168.70968
1.166667,8,168.730365
1.119048,6,168.744375
1.214286,10,168.769241
1.309524,14,168.804773
1.071429,4,168.812434
1.071429,4,168.822924
1.095238,5,168.834794
1.071429,4,168.846474
1.071429,4,168.856749
1.071429,4,168.867263
1.071429,4,168.874931
-0.904762,5,168.887425
1.071429,4,168.897963
1.071429,4,168.908303
1.071429,4,168.918545
1.071429,4,168.928862
1.071429,4,168.936733
1.071429,4,168.948909
1.071429,4,168.959325
1.071429,4,168.969746
1.071429,4,168.980052
1.142857,7,168.999811
1.071429,4,169.011238
1.071429,4,169.021653
1.095238,5,169.033702
1.095238,5,169.04583
1.071429,4,169.053424
1.095238,5,169.070013
1.071429,4,169.080801
1.071429,4,169.091498
1.071429,4,169.101836
1.071429,4,169.113869
1.142857,7,169.133545
1.071429,4,169.145282
1.071429,4,169.156311
1.071429,4,169.164449
1.166667,8,169.18364
1.071429,4,169.194025
1.071429,4,169.203955
1.071429,4,169.211635
1.166667,8,169.234653
1.071429,4,169.244657
1.071429,4,169.255124
1.071429,4,169.262867
1.071429,4,169.27757
1.071429,4,169.287837
1.071429,4,169.297971
1.071429,4,169.31051
1.119048,6,169.324041
1.071429,4,169.334864
1.071429,4,169.342676
1.166667,8,169.365335
1.142857,7,169.381215
1.071429,4,169.392012
1.142857,7,169.409291
1.071429,4,169.417001
1.071429,4,169.427361
1.119048,6,169.440522
1.142857,7,169.458421
-0.857143,7,169.4771
1.071429,4,169.488554
1.071429,4,169.499001
1.071429,4,169.510238
-0.833333,8,169.527894
1.095238,5,169.539727
-0.833333,8,169.5599
1.071429,4,169.570338
1.071429,4,169.577929
1.071429,4,169.588272
1.071429,4,169.598514
1.142857,7,169.613234
1.166667,8,169.632138
1.071429,4,169.642457
1.071429,4,169.652591
-0.928571,4,169.660813
1.071429,4,169.671111
1.071429,4,169.681329
1.071429,4,169.691429
1.142857,7,169.706235
1.071429,4,169.71643
1.071429,4,169.726918
1.095238,5,169.739163
-0.761905,11,169.763335
1.071429,4,169.773787
1.071429,4,169.78696
1.071429,4,169.794617
1.071429,4,169.804814
1.071429,4,169.815052
1.071429,4,169.825485
1.166667,8,169.842122
1.119048,6,169.859776
1.119048,6,169.873473
-0.880952,6,169.887321
1.071429,4,169.897326
-9.666667,15,169.92918
1.071429,4,169.941289
1.071429,4,169.949106
1.190476,9,169.969676
1.190476,9,169.990348
-9.714286,13,170.023052
1.071429,4,170.031207
1.071429,4,170.046849
1.071429,4,170.058539
1.071429,4,170.071522
1.071429,4,170.088314
1.071429,4,170.096157
1.071429,4,170.106711
1.071429,4,170.117193
1.071429,4,170.129102
-0.880952,6,170.145595
1.071429,4,170.156523
1.166667,8,170.173496
1.071429,4,170.187148
1.071429,4,170.197877
1.071429,4,170.208165
1.071429,4,170.224323
1.071429,4,170.231937
1.071429,4,170.242374
1.071429,4,170.252693
1.071429,4,170.263092
1.238095,11,170.2865
1.071429,4,170.296781
1.071429,4,170.306932
1.071429,4,170.314727
1.071429,4,170.325146
1.071429,4,170.335281
1.071429,4,170.349783
1.190476,9,170.371164
1.142857,7,170.388464
1.095238,5,170.40101
1.119048,6,170.415057
1.071429,4,170.425776
-0.880952,6,170.439432
1.119048,6,170.45247
1.166667,8,170.475487
1.095238,5,170.487044
-9.738095,12,170.511279
1.071429,4,170.524556
1.071429,4,170.53495
1.071429,4,170.545679
1.095238,5,170.557503
1.071429,4,170.568523
-0.809524,9,170.587052
1.071429,4,170.59812
1.071429,4,170.608506
1.071429,4,170.619165
1.071429,4,170.633952
-9.738095,12,170.663686
1.071429,4,170.673916
1.190476,9,170.694892
1.071429,4,170.702575
1.071429,4,170.713496
1.071429,4,170.723833
1.214286,10,170.745706
1.071429,4,170.755805
1.071429,4,170.76612
1.071429,4,170.773904
1.071429,4,170.785416
1.071429,4,170.795671
1.071429,4,170.806383
-9.690476,14,170.835672
1.071429,4,170.843538
1.071429,4,170.853919
1.071429,4,170.864301
1.071429,4,170.874359
1.071429,4,170.884487
-0.880952,6,170.898327
-9.738095,12,170.922529
1.071429,4,170.941952
1.071429,4,170.954084
1.214286,10,170.980349
1.071429,4,170.990378
1.071429,4,170.998159
-0.904762,5,171.010417
1.071429,4,171.020757
1.071429,4,171.031185
1.071429,4,171.041371
1.071429,4,171.051496
1.071429,4,171.059242
1.071429,4,171.069376
1.071429,4,171.089015
1.071429,4,171.099353
-0.880952,6,171.115375
1.071429,4,171.125737
1.071429,4,171.136555
1.261905,12,171.16148
1.071429,4,171.172537
-0.833333,8,171.189267
1.071429,4,171.199728
1.071429,4,171.210011
1.071429,4,171.220144
1.142857,7,171.234818
1.142857,7,171.252167
1.190476,9,171.274793
1.071429,4,171.284971
1.071429,4,171.295378
1.071429,4,171.305644
1.071429,4,171.320716
1.095238,5,171.333563
1.071429,4,171.341357
-0.880952,6,171.358435
1.071429,4,171.36602
1.071429,4,171.376471
-0.880952,6,171.39141
1.071429,4,171.401734
1.142857,7,171.424881
1.166667,8,171.441051
1.071429,4,171.453165
1.071429,4,171.467829
-9.738095,12,171.494592
-9.785714,10,171.515744
1.071429,4,171.526061
-0.857143,7,171.541263
1.166667,8,171.560437
-0.761905,11,171.586691
1.071429,4,171.597235
1.142857,7,171.612001
1.071429,4,171.62239
1.142857,7,171.642563
1.285714,13,171.668921
1.095238,5,171.680576
-9.714286,13,171.708801
1.142857,7,171.723634
1.071429,4,171.733787
1.142857,7,171.748413
-9.714286,13,171.780138
1.071429,4,171.790308
1.071429,4,171.80043
1.071429,4,171.808163
1.071429,4,171.818366
1.071429,4,171.828572
1.071429,4,171.838704
1.071429,4,171.848734
1.214286,10,171.871536
1.142857,7,171.887817
1.190476,9,171.907915
-0.904762,5,171.92045
1.071429,4,171.930635
1.071429,4,171.938383
-9.761905,11,171.971292
1.071429,4,171.979042
1.119048,6,171.994638
1.071429,4,172.002408
1.119048,6,172.018458
1.071429,4,172.026246
-0.809524,9,172.049235
1.071429,4,172.059511
1.071429,4,172.069509
1.142857,7,172.084364
1.214286,10,172.105998
1.071429,4,172.11631
1.071429,4,172.126341
1.071429,4,172.136519
-0.809524,9,172.154887
-0.809524,9,172.176862
1.071429,4,172.187123
1.071429,4,172.197262
1.071429,4,172.207418
1.071429,4,172.21516
1.071429,4,172.225594
1.071429,4,172.235765
1.071429,4,172.245954
1.071429,4,172.256173
1.142857,7,172.270839
-0.809524,9,172.291345
1.071429,4,172.301546
1.071429,4,172.309219
1.071429,4,172.319548
1.071429,4,172.330045
1.071429,4,172.340258
1.071429,4,172.350307
1.166667,8,172.36682
1.119048,6,172.379899
1.142857,7,172.401704
1.238095,11,172.4252
1.071429,4,172.43519
1.071429,4,172.445363
-0.833333,8,172.46221
1.166667,8,172.480881
1.071429,4,172.491459
1.095238,5,172.503177
1.071429,4,172.510942
1.071429,4,172.521095
1.071429,4,172.531366
1.166667,8,172.549977
-0.880952,6,172.564116
1.071429,4,172.574176
1.142857,7,172.589272
-0.928571,4,172.601099
1.071429,4,172.6128
1.071429,4,172.620543
1.071429,4,172.630833
1.071429,4,172.64102
-0.809524,9,172.661769
1.142857,7,172.676418
1.214286,10,172.697994
1.142857,7,172.71516
1.071429,4,172.722815
-0.833333,8,172.745418
1.071429,4,172.755521
1.071429,4,172.765874
1.071429,4,172.773428
1.071429,4,172.783669
1.071429,4,172.794043
1.142857,7,172.808592
1.071429,4,172.818931
1.071429,4,172.829044
1.214286,10,172.850756
1.071429,4,172.861017
1.071429,4,172.871071
1.071429,4,172.878804
-0.809524,9,172.899815
1.071429,4,172.909997
1.071429,4,172.920222
1.071429,4,172.930381
-9.714286,13,172.956113
1.261905,12,172.983255
1.071429,4,172.990929
1.071429,4,173.001262
1.071429,4,173.011787
-0.857143,7,173.026865
1.071429,4,173.037119
1.071429,4,173.050235
1.071429,4,173.060323
1.071429,4,173.070576
1.071429,4,173.078215
1.142857,7,173.095474
1.071429,4,173.105643
1.071429,4,173.113396
1.071429,4,173.123912
1.071429,4,173.134478
1.071429,4,173.144773
1.071429,4,173.154954
1.071429,4,173.162501
1.071429,4,173.172887
1.071429,4,173.183151
1.071429,4,173.194604
1.071429,4,173.208135
1.071429,4,173.215885
1.071429,4,173.226117
1.071429,4,173.236426
1.119048,6,173.249591
1.166667,8,173.268183
1.071429,4,173.278657
-0.880952,6,173.292544
1.071429,4,173.302551
1.071429,4,173.310299
1.071429,4,173.320573
1.190476,9,173.340897
1.166667,8,173.35954
1.071429,4,173.367314
1.190476,9,173.387936
1.142857,7,173.405515
-0.857143,7,173.421047
1.071429,4,173.431221
1.261905,12,173.455624
1.071429,4,173.466272
1.142857,7,173.480839
1.285714,13,173.511187
-0.785714,10,173.533631
1.071429,4,173.54373
1.071429,4,173.553887
1.071429,4,173.561633
1.166667,8,173.580791
1.142857,7,173.595371
1.071429,4,173.605705
1.214286,10,173.629271
1.071429,4,173.639688
1.071429,4,173.652277
1.071429,4,173.662594
1.071429,4,173.670327
1.119048,6,173.688088
1.071429,4,173.695852
-0.738095,12,173.730011
1.142857,7,173.744688
1.142857,7,173.768106
1.238095,11,173.794735
1.071429,4,173.809294
1.285714,13,173.835954
1.071429,4,173.846149
1.261905,12,173.870548
1.071429,4,173.880844
1.071429,4,173.891116
1.071429,4,173.901442
1.071429,4,173.913025
1.071429,4,173.920633
1.071429,4,173.93096
-0.880952,6,173.949569
1.071429,4,173.960483
1.071429,4,173.97149
-9.714286,13,174.001216
1.071429,4,174.009165
-0.833333,8,174.032973
1.071429,4,174.048225
1.071429,4,174.058761
1.071429,4,174.066762
1.071429,4,174.077299
1.119048,6,174.091102
1.071429,4,174.101689
1.071429,4,174.114615
1.071429,4,174.124966
1.071429,4,174.135281
-0.809524,9,174.15417
1.071429,4,174.164625
1.071429,4,174.174999
-0.761905,11,174.199141
1.071429,4,174.209552
1.071429,4,174.219899
1.071429,4,174.231522
1.166667,8,174.248424
1.119048,6,174.266245
1.071429,4,174.276611
-0.857143,7,174.29492
1.071429,4,174.30248
1.119048,6,174.318802
1.071429,4,174.326446
1.095238,5,174.338245
-0.857143,7,174.35694
1.095238,5,174.36868
-0.880952,6,174.382972
1.071429,4,174.393151
1.071429,4,174.403422
-0.833333,8,174.420548
1.071429,4,174.431146
1.166667,8,174.450001
1.095238,5,174.462
-0.857143,7,174.477598
1.214286,10,174.499498
-0.880952,6,174.514433
1.071429,4,174.524659
-9.690476,14,174.554495
1.166667,8,174.570799
-9.761905,11,174.597551
1.071429,4,174.605352
1.309524,14,174.635901
1.071429,4,174.647301
1.190476,9,174.667713
-0.833333,8,174.684601
1.071429,4,174.695032
1.071429,4,174.705278
1.142857,7,174.720117
1.071429,4,174.730528
1.214286,10,174.752665
1.166667,8,174.771653
1.071429,4,174.788209
1.190476,9,174.807739
1.285714,13,174.838045
1.071429,4,174.848562
1.071429,4,174.859553
1.071429,4,174.867226
1.142857,7,174.884485
1.190476,9,174.911283
1.071429,4,174.919002
1.071429,4,174.929404
1.071429,4,174.940696
1.142857,7,174.955682
-0.738095,12,174.984103
1.071429,4,174.994177
1.071429,4,175.002058
1.071429,4,175.012492
1.071429,4,175.024957
1.071429,4,175.035238
-0.761905,11,175.059281
1.071429,4,175.069495
1.071429,4,175.079853
1.142857,7,175.094715
-0.642857,16,175.128845
1.071429,4,175.139333
1.071429,4,175.149579
1.071429,4,175.159806
1.071429,4,175.167435
1.071429,4,175.177781
-0.833333,8,175.197175
1.166667,8,175.213284
1.071429,4,175.223655
-9.690476,14,175.253266
-0.833333,8,175.278425
1.071429,4,175.286194
1.071429,4,175.296642
-0.833333,8,175.316328
-9.761905,11,175.339569
1.071429,4,175.350077
-0.809524,9,175.370974
1.071429,4,175.378648
1.071429,4,175.389131
1.071429,4,175.400177
1.071429,4,175.410508
1.214286,10,175.436484
1.142857,7,175.451333
-0.880952,6,175.466757
1.166667,8,175.485971
1.071429,4,175.496161
1.071429,4,175.506691
1.071429,4,175.514547
1.071429,4,175.524856
1.071429,4,175.535256
1.071429,4,175.545481
1.071429,4,175.555552
1.071429,4,175.563347
1.071429,4,175.573746
1.190476,9,175.594296
-0.857143,7,175.609549
1.119048,6,175.6351
1.071429,4,175.642856
1.071429,4,175.658644
-0.857143,7,175.679411
1.071429,4,175.687046
1.071429,4,175.697784
1.071429,4,175.708321
1.071429,4,175.719654
1.071429,4,175.735481
1.071429,4,175.74314
1.166667,8,175.764872
1.071429,4,175.779887
1.285714,13,175.807141
1.071429,4,175.818079
1.190476,9,175.841279
-0.880952,6,175.855708
1.071429,4,175.869471
-0.833333,8,175.889641
-9.738095,12,175.916299
-9.690476,14,175.951606
1.071429,4,175.962203
1.071429,4,175.970189
-0.928571,4,175.981423
1.095238,5,175.993643
1.190476,9,176.014648
1.285714,13,176.047349
1.071429,4,176.055414
-0.857143,7,176.074237
1.190476,9,176.099446
1.119048,6,176.113025
1.071429,4,176.123493
1.071429,4,176.131164
1.071429,4,176.142098
1.285714,13,176.171814
1.071429,4,176.182386
1.071429,4,176.19028
1.071429,4,176.20086
1.071429,4,176.211428
