#{"t_start": 1594001629.9526608, "env_id": null}
r,l,t
-0.833333,8,176.236193
1.071429,4,176.244058
-0.761905,11,176.27103
1.071429,4,176.278702
1.095238,5,176.290714
1.095238,5,176.302625
-0.880952,6,176.319576
1.071429,4,176.327285
1.071429,4,176.337843
1.071429,4,176.348289
1.071429,4,176.35875
-0.880952,6,176.373517
1.071429,4,176.38816
1.071429,4,176.404373
1.071429,4,176.411815
1.071429,4,176.42547
1.071429,4,176.435967
1.071429,4,176.446174
1.071429,4,176.456508
1.071429,4,176.464248
1.071429,4,176.474729
1.190476,9,176.495075
1.071429,4,176.505255
1.071429,4,176.515409
-0.880952,6,176.529823
1.071429,4,176.539862
-0.904762,5,176.552323
1.190476,9,176.571153
1.071429,4,176.581429
1.071429,4,176.591643
1.071429,4,176.601833
1.190476,9,176.621999
1.071429,4,176.629797
-0.833333,8,176.649257
1.071429,4,176.659559
1.071429,4,176.669605
1.071429,4,176.677224
1.142857,7,176.694464
1.071429,4,176.704786
1.071429,4,176.712432
1.119048,6,176.728501
1.261905,12,176.753338
1.142857,7,176.767892
1.071429,4,176.782277
-0.857143,7,176.800744
1.071429,4,176.808342
1.071429,4,176.818666
1.071429,4,176.834458
1.071429,4,176.846704
1.071429,4,176.857301
1.357143,16,176.89235
1.071429,4,176.902871
1.071429,4,176.910671
1.285714,13,176.947322
1.071429,4,176.957796
1.071429,4,176.968539
1.071429,4,176.976469
1.071429,4,176.987275
1.190476,9,177.011646
1.071429,4,177.023282
1.071429,4,177.033793
1.071429,4,177.041496
-0.880952,6,177.059294
1.071429,4,177.067463
1.142857,7,177.08532
-0.833333,8,177.102051
1.214286,10,177.124637
-0.833333,8,177.147498
1.142857,7,177.162259
1.071429,4,177.173437
1.071429,4,177.18381
1.071429,4,177.194056
1.071429,4,177.207138
1.285714,13,177.23366
1.071429,4,177.244143
1.071429,4,177.255932
-0.809524,9,177.277637
1.119048,6,177.292724
1.071429,4,177.304885
1.071429,4,177.312793
1.071429,4,177.32392
1.071429,4,177.334797
1.190476,9,177.35545
1.071429,4,177.366525
1.071429,4,177.374403
1.071429,4,177.385415
-0.904762,5,177.398088
1.071429,4,177.413408
1.071429,4,177.424091
1.119048,6,177.437984
1.071429,4,177.448354
1.071429,4,177.45862
1.071429,4,177.466398
1.119048,6,177.484827
-0.714286,13,177.512027
1.071429,4,177.524955
1.071429,4,177.535254
1.071429,4,177.545677
1.071429,4,177.553614
1.071429,4,177.564178
1.071429,4,177.574644
1.071429,4,177.587166
1.071429,4,177.598661
-0.857143,7,177.617894
1.071429,4,177.628224
1.142857,7,177.643147
1.071429,4,177.653852
1.071429,4,177.663992
1.142857,7,177.678672
1.214286,10,177.700526
-0.857143,7,177.718832
-0.785714,10,177.741543
1.071429,4,177.749135
1.071429,4,177.760002
1.238095,11,177.784372
1.071429,4,177.803448
1.166667,8,177.823588
1.071429,4,177.833845
-0.880952,6,177.847954
1.071429,4,177.862635
1.142857,7,177.877585
1.119048,6,177.890891
-0.880952,6,177.905143
1.071429,4,177.91555
1.071429,4,177.927609
1.071429,4,177.937841
1.071429,4,177.95268
1.071429,4,177.960347
1.071429,4,177.970706
1.071429,4,177.981434
1.142857,7,177.995933
1.071429,4,178.008776
1.071429,4,178.021255
1.071429,4,178.032159
1.142857,7,178.046917
1.238095,11,178.075657
1.166667,8,178.095361
1.214286,10,178.118277
1.142857,7,178.133067
1.071429,4,178.143492
1.071429,4,178.153875
1.071429,4,178.164137
1.071429,4,178.174336
1.071429,4,178.182094
1.071429,4,178.192701
1.071429,4,178.203024
-0.738095,12,178.228226
1.071429,4,178.238453
1.071429,4,178.248732
1.142857,7,178.263157
1.071429,4,178.273611
1.071429,4,178.283811
1.071429,4,178.293983
1.071429,4,178.304077
1.119048,6,178.320263
1.071429,4,178.330315
1.071429,4,178.337991
1.071429,4,178.348269
1.071429,4,178.35842
1.166667,8,178.381486
1.119048,6,178.394914
1.071429,4,178.405956
1.142857,7,178.421401
1.071429,4,178.441904
1.071429,4,178.461245
1.142857,7,178.476361
1.071429,4,178.487176
1.166667,8,178.503582
1.071429,4,178.513956
1.166667,8,178.536711
1.142857,7,178.551466
1.071429,4,178.561995
1.071429,4,178.571894
1.071429,4,178.582327
1.071429,4,178.589692
-0.880952,6,178.606402
1.071429,4,178.613978
1.095238,5,178.625683
1.119048,6,178.641359
1.261905,12,178.666179
1.071429,4,178.67643
1.071429,4,178.686492
1.071429,4,178.694238
1.142857,7,178.711654
1.071429,4,178.721868
1.142857,7,178.737354
1.071429,4,178.74869
1.166667,8,178.764684
1.119048,6,178.782089
1.071429,4,178.789845
1.071429,4,178.800243
1.142857,7,178.818199
1.071429,4,178.825972
1.142857,7,178.844314
1.142857,7,178.858986
1.071429,4,178.870671
1.071429,4,178.881145
1.071429,4,178.895481
1.071429,4,178.902737
1.071429,4,178.915183
1.071429,4,178.925384
1.071429,4,178.935446
1.071429,4,178.945547
1.261905,12,178.970539
1.071429,4,178.98088
1.071429,4,178.990928
1.071429,4,178.998602
1.071429,4,179.008899
1.071429,4,179.020275
1.071429,4,179.032252
1.142857,7,179.047092
1.071429,4,179.057378
1.071429,4,179.068002
1.071429,4,179.078096
-0.904762,5,179.090522
1.071429,4,179.098199
1.071429,4,179.112545
1.071429,4,179.12263
1.071429,4,179.132755
1.071429,4,179.144011
1.095238,5,179.155618
1.071429,4,179.163391
1.071429,4,179.174806
1.071429,4,179.189753
1.142857,7,179.208524
1.071429,4,179.218713
1.214286,10,179.240375
1.071429,4,179.251163
1.142857,7,179.265768
1.071429,4,179.276065
1.071429,4,179.292133
1.166667,8,179.314497
1.142857,7,179.330063
1.071429,4,179.345404
1.071429,4,179.356453
1.142857,7,179.371948
1.142857,7,179.38666
1.071429,4,179.397492
1.071429,4,179.408109
1.142857,7,179.424555
1.071429,4,179.43557
1.071429,4,179.448102
1.071429,4,179.458815
1.071429,4,179.469472
1.142857,7,179.484752
1.071429,4,179.499213
1.142857,7,179.514491
1.142857,7,179.532582
1.142857,7,179.547651
1.071429,4,179.558027
1.071429,4,179.571605
1.071429,4,179.579453
1.071429,4,179.59436
1.071429,4,179.604908
1.166667,8,179.624172
1.142857,7,179.639164
1.071429,4,179.649479
1.071429,4,179.659977
1.142857,7,179.675078
-9.714286,13,179.706236
1.071429,4,179.714206
1.071429,4,179.724801
1.071429,4,179.735483
1.071429,4,179.745913
1.071429,4,179.75615
1.142857,7,179.773489
1.071429,4,179.789317
1.071429,4,179.800046
1.071429,4,179.8079
1.071429,4,179.818265
1.071429,4,179.828761
1.071429,4,179.83899
1.071429,4,179.849644
1.119048,6,179.863131
1.071429,4,179.873672
1.071429,4,179.88145
1.285714,13,179.916755
-0.785714,10,179.942322
1.071429,4,179.954284
1.071429,4,179.964466
1.071429,4,179.972205
1.142857,7,179.995078
-0.809524,9,180.022201
1.142857,7,180.037163
1.142857,7,180.051786
1.071429,4,180.06227
1.071429,4,180.072687
1.071429,4,180.082784
1.071429,4,180.09287
1.071429,4,180.100613
1.214286,10,180.122736
1.071429,4,180.133359
1.071429,4,180.143688
1.071429,4,180.153974
1.071429,4,180.164108
1.071429,4,180.171841
-0.857143,7,180.19013
1.071429,4,180.200681
1.071429,4,180.208328
1.071429,4,180.219782
1.142857,7,180.237264
1.071429,4,180.245078
1.214286,10,180.26758
1.071429,4,180.277748
-9.738095,12,180.304435
1.071429,4,180.312326
1.071429,4,180.326058
1.071429,4,180.336394
1.119048,6,180.350868
-0.904762,5,180.363416
1.071429,4,180.373791
1.071429,4,180.383871
1.071429,4,180.394039
1.238095,11,180.417412
1.071429,4,180.428838
1.119048,6,180.442494
1.071429,4,180.454109
1.071429,4,180.46187
-0.761905,11,180.48904
1.071429,4,180.496655
1.166667,8,180.51563
1.071429,4,180.529209
-9.761905,11,180.551821
-9.809524,9,180.571471
1.071429,4,180.581725
1.071429,4,180.589486
1.071429,4,180.599655
1.071429,4,180.609968
1.071429,4,180.620335
1.071429,4,180.630409
1.071429,4,180.638062
1.071429,4,180.648791
1.142857,7,180.668171
1.071429,4,180.675869
1.095238,5,180.687814
1.142857,7,180.706455
-0.833333,8,180.726079
1.071429,4,180.737044
1.071429,4,180.751707
1.190476,9,180.781957
1.071429,4,180.797187
1.071429,4,180.805305
1.071429,4,180.815742
-0.809524,9,180.843844
1.071429,4,180.856004
1.071429,4,180.867508
1.071429,4,180.875748
-0.880952,6,180.892979
-0.833333,8,180.910378
1.095238,5,180.924465
1.071429,4,180.935239
1.071429,4,180.94557
1.071429,4,180.956004
1.071429,4,180.963543
1.071429,4,180.974518
1.119048,6,180.988743
1.095238,5,181.001633
1.142857,7,181.020688
1.119048,6,181.034395
1.071429,4,181.044518
1.238095,11,181.067708
1.142857,7,181.082431
1.071429,4,181.09265
1.071429,4,181.102947
1.071429,4,181.113156
1.071429,4,181.123135
1.166667,8,181.139633
1.142857,7,181.156765
1.071429,4,181.164449
1.142857,7,181.181685
1.071429,4,181.191839
1.071429,4,181.199594
1.071429,4,181.211738
1.071429,4,181.22464
1.071429,4,181.234914
-0.761905,11,181.264146
1.071429,4,181.274321
1.071429,4,181.284945
1.071429,4,181.29271
1.071429,4,181.307306
1.214286,10,181.328894
1.071429,4,181.344199
1.190476,9,181.364328
1.071429,4,181.374604
1.071429,4,181.382369
1.071429,4,181.397365
1.238095,11,181.422114
1.071429,4,181.435549
1.071429,4,181.446665
1.071429,4,181.457173
1.071429,4,181.468165
1.071429,4,181.475747
1.071429,4,181.486443
1.071429,4,181.496975
1.238095,11,181.520497
1.071429,4,181.531254
1.214286,10,181.553311
1.071429,4,181.563753
-9.761905,11,181.587973
1.119048,6,181.601524
1.071429,4,181.611997
1.142857,7,181.627019
-9.761905,11,181.657131
-0.880952,6,181.672194
1.071429,4,181.691009
1.119048,6,181.706408
1.095238,5,181.718296
1.071429,4,181.728502
1.071429,4,181.736123
-0.785714,10,181.760087
1.071429,4,181.770697
1.071429,4,181.781592
1.071429,4,181.792044
1.071429,4,181.802372
-0.857143,7,181.818539
-0.904762,5,181.832245
1.071429,4,181.842513
1.071429,4,181.852956
1.071429,4,181.860661
1.071429,4,181.871097
1.071429,4,181.881734
1.071429,4,181.892065
1.071429,4,181.902308
1.071429,4,181.910089
1.071429,4,181.920547
1.071429,4,181.933159
-9.809524,9,181.953047
1.071429,4,181.963427
1.071429,4,181.971228
1.142857,7,181.989742
1.166667,8,182.006155
1.095238,5,182.018123
1.166667,8,182.037218
1.166667,8,182.056195
1.071429,4,182.064024
1.071429,4,182.077697
1.142857,7,182.097458
1.071429,4,182.105262
1.071429,4,182.115581
1.071429,4,182.126011
1.071429,4,182.136329
1.166667,8,182.152532
1.071429,4,182.162905
1.142857,7,182.184325
1.071429,4,182.191818
1.071429,4,182.202832
1.142857,7,182.22183
1.071429,4,182.229694
1.071429,4,182.240533
1.071429,4,182.251196
1.142857,7,182.265942
1.071429,4,182.276495
1.071429,4,182.286819
1.071429,4,182.306826
1.071429,4,182.318111
1.071429,4,182.32591
1.071429,4,182.336313
1.142857,7,182.3553
1.071429,4,182.36304
1.166667,8,182.382808
1.071429,4,182.393084
1.071429,4,182.403689
-0.833333,8,182.420772
1.071429,4,182.431512
-0.785714,10,182.457666
1.142857,7,182.472297
1.071429,4,182.482928
1.071429,4,182.493512
-0.785714,10,182.516659
1.071429,4,182.528108
1.071429,4,182.5386
1.071429,4,182.546311
1.071429,4,182.556649
1.071429,4,182.567051
1.071429,4,182.577418
1.142857,7,182.592282
-9.714286,13,182.621281
1.071429,4,182.631679
1.142857,7,182.64675
1.071429,4,182.656909
-0.785714,10,182.679633
1.071429,4,182.690017
-0.833333,8,182.707125
1.142857,7,182.724519
1.071429,4,182.732353
1.071429,4,182.742746
-9.666667,15,182.774832
1.071429,4,182.787373
1.071429,4,182.802331
1.071429,4,182.812505
1.071429,4,182.820414
1.071429,4,182.830748
1.071429,4,182.841358
1.071429,4,182.851951
1.071429,4,182.862239
1.071429,4,182.86996
1.071429,4,182.881196
-0.833333,8,182.901011
1.071429,4,182.911218
1.071429,4,182.91897
1.071429,4,182.929446
1.166667,8,182.949393
1.142857,7,182.964305
1.071429,4,182.974781
1.190476,9,182.995267
1.071429,4,183.00563
1.071429,4,183.013386
1.071429,4,183.025626
1.071429,4,183.0361
1.166667,8,183.061628
1.071429,4,183.069678
1.071429,4,183.083075
1.071429,4,183.09669
1.166667,8,183.115588
1.071429,4,183.123478
-0.904762,5,183.135852
1.071429,4,183.150387
1.071429,4,183.160722
1.071429,4,183.172993
1.142857,7,183.187853
1.071429,4,183.198148
1.119048,6,183.211407
1.190476,9,183.23458
1.071429,4,183.245123
1.071429,4,183.25543
-9.809524,9,183.272994
1.071429,4,183.283652
1.119048,6,183.297123
1.071429,4,183.307655
1.166667,8,183.329884
1.071429,4,183.340056
1.119048,6,183.353947
1.071429,4,183.364373
1.071429,4,183.372206
1.071429,4,183.382871
1.071429,4,183.393371
1.071429,4,183.403736
1.166667,8,183.420064
1.071429,4,183.430635
1.071429,4,183.441218
1.190476,9,183.462047
1.142857,7,183.476753
1.071429,4,183.486933
1.071429,4,183.497118
1.071429,4,183.508163
1.071429,4,183.515729
-9.690476,14,183.550759
1.071429,4,183.56128
1.071429,4,183.572877
1.071429,4,183.583177
1.071429,4,183.590833
-0.880952,6,183.615051
1.142857,7,183.630139
1.071429,4,183.642071
1.071429,4,183.652282
1.142857,7,183.667223
1.071429,4,183.677584
1.071429,4,183.689469
1.071429,4,183.697258
1.071429,4,183.707652
1.071429,4,183.717867
-9.857143,7,183.732241
1.214286,10,183.756882
1.071429,4,183.769437
1.142857,7,183.791606
1.238095,11,183.818621
1.071429,4,183.828779
1.071429,4,183.836815
1.071429,4,183.847517
-0.738095,12,183.877242
-9.738095,12,183.907866
1.309524,14,183.946968
1.190476,9,183.967795
1.071429,4,183.976152
-9.833333,8,183.995005
-0.904762,5,184.007846
-0.761905,11,184.032913
1.071429,4,184.043481
-0.738095,12,184.070283
1.071429,4,184.081229
-9.761905,11,184.109918
1.071429,4,184.121178
1.071429,4,184.13357
1.071429,4,184.143897
1.071429,4,184.154233
1.071429,4,184.161902
1.119048,6,184.177879
1.071429,4,184.185705
1.071429,4,184.196203
-0.880952,6,184.210077
1.071429,4,184.220523
-0.904762,5,184.232956
1.071429,4,184.243398
1.119048,6,184.256881
1.142857,7,184.279025
-0.833333,8,184.296173
1.071429,4,184.306652
1.071429,4,184.316971
1.071429,4,184.327368
1.071429,4,184.335029
1.071429,4,184.345537
1.071429,4,184.356032
1.071429,4,184.374386
1.285714,13,184.405311
1.071429,4,184.420833
1.238095,11,184.446255
1.190476,9,184.47027
1.071429,4,184.480954
1.166667,8,184.500903
-0.880952,6,184.517729
1.071429,4,184.528314
1.071429,4,184.536025
-9.642857,16,184.577
1.071429,4,184.584748
1.071429,4,184.596232
1.071429,4,184.608234
1.071429,4,184.618691
1.261905,12,184.646154
1.071429,4,184.660539
1.071429,4,184.673908
-0.833333,8,184.690853
-9.761905,11,184.721689
1.071429,4,184.729563
1.071429,4,184.739946
1.071429,4,184.753454
1.142857,7,184.76846
1.238095,11,184.807885
1.071429,4,184.815874
1.285714,13,184.848122
1.071429,4,184.85816
1.071429,4,184.868473
-0.738095,12,184.893947
-0.880952,6,184.907802
1.285714,13,184.936593
1.071429,4,184.94682
1.071429,4,184.954542
-9.714286,13,184.990251
1.071429,4,185.00297
1.071429,4,185.014811
1.261905,12,185.03992
1.071429,4,185.050269
1.095238,5,185.062113
1.119048,6,185.080053
1.071429,4,185.094551
1.071429,4,185.104776
1.071429,4,185.112432
-0.761905,11,185.141249
1.071429,4,185.149053
1.142857,7,185.169837
1.071429,4,185.180055
1.142857,7,185.195083
-9.809524,9,185.215898
1.071429,4,185.226219
1.166667,8,185.242953
1.071429,4,185.253358
1.190476,9,185.274017
1.071429,4,185.284354
1.142857,7,185.299176
-0.809524,9,185.319969
1.166667,8,185.336011
1.119048,6,185.355718
-0.880952,6,185.369566
-0.833333,8,185.386195
1.071429,4,185.396501
1.095238,5,185.408152
-9.857143,7,185.424891
1.119048,6,185.438665
1.142857,7,185.453506
1.142857,7,185.472224
-0.857143,7,185.487802
1.071429,4,185.498394
1.071429,4,185.508701
1.071429,4,185.51645
-9.714286,13,185.546855
-9.833333,8,185.566446
1.190476,9,185.585491
-9.833333,8,185.606284
1.119048,6,185.619539
-0.857143,7,185.638402
1.071429,4,185.645991
-9.833333,8,185.66414
1.095238,5,185.676185
1.142857,7,185.690739
1.071429,4,185.701017
-9.761905,11,185.723794
1.071429,4,185.734326
-0.809524,9,185.755319
1.095238,5,185.767339
1.119048,6,185.784453
1.142857,7,185.802341
1.119048,6,185.820417
-0.785714,10,185.842813
-0.833333,8,185.863393
1.095238,5,185.875098
1.095238,5,185.886932
-0.904762,5,185.899385
1.071429,4,185.910041
1.071429,4,185.920393
1.071429,4,185.930713
-9.833333,8,185.946142
1.119048,6,185.962172
-0.928571,4,185.970348
1.095238,5,185.981957
1.142857,7,185.999677
-9.880952,6,186.012402
1.071429,4,186.023719
1.119048,6,186.036933
1.119048,6,186.050046
1.119048,6,186.063148
1.142857,7,186.080787
1.071429,4,186.091042
1.119048,6,186.104324
-9.809524,9,186.124151
-9.904762,5,186.135656
1.071429,4,186.143509
1.071429,4,186.153803
1.071429,4,186.168297
1.071429,4,186.178561
1.071429,4,186.188965
1.071429,4,186.196603
-9.785714,10,186.217869
1.095238,5,186.233009
1.071429,4,186.243585
1.095238,5,186.255263
1.142857,7,186.279842
-9.833333,8,186.295624
1.071429,4,186.306227
1.119048,6,186.319829
1.071429,4,186.330172
-0.880952,6,186.344895
1.142857,7,186.363707
1.238095,11,186.387472
1.071429,4,186.397771
1.095238,5,186.409539
1.190476,9,186.433813
-9.833333,8,186.458486
-0.880952,6,186.473466
1.071429,4,186.483894
1.071429,4,186.49404
1.071429,4,186.504156
-9.809524,9,186.521222
1.095238,5,186.532925
1.071429,4,186.543555
-9.857143,7,186.561178
-9.857143,7,186.576348
1.071429,4,186.586433
-0.785714,10,186.609683
1.071429,4,186.620117
1.142857,7,186.635143
1.071429,4,186.645274
1.071429,4,186.655731
1.071429,4,186.663466
1.071429,4,186.673938
1.071429,4,186.684129
-0.880952,6,186.697804
1.119048,6,186.711088
1.071429,4,186.724545
1.071429,4,186.734859
1.071429,4,186.744951
1.166667,8,186.761005
-9.833333,8,186.783253
1.071429,4,186.794858
1.071429,4,186.80513
1.071429,4,186.812803
1.071429,4,186.827422
1.071429,4,186.837588
1.071429,4,186.847741
1.071429,4,186.857921
1.071429,4,186.865471
-0.833333,8,186.884956
1.071429,4,186.904164
1.071429,4,186.914835
-0.880952,6,186.929846
-0.833333,8,186.948002
-9.857143,7,186.964854
-9.857143,7,186.979237
-0.833333,8,186.998677
-9.738095,12,187.024535
1.142857,7,187.041919
1.119048,6,187.055207
1.071429,4,187.065175
1.071429,4,187.07283
1.142857,7,187.091336
-9.809524,9,187.110823
1.142857,7,187.126131
1.071429,4,187.136161
1.071429,4,187.146379
1.071429,4,187.154046
-0.785714,10,187.176267
1.071429,4,187.187611
1.071429,4,187.198575
1.095238,5,187.210833
1.142857,7,187.225822
